START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#22   | STANDARD POLISHED NICKEL  |     48 |          339 |
| Brand#23   | ECONOMY ANODIZED NICKEL   |     29 |          339 |
| Brand#24   | LARGE BURNISHED NICKEL    |     32 |          339 |
| Brand#41   | STANDARD ANODIZED STEEL   |     43 |          339 |
| Brand#42   | LARGE PLATED BRASS        |     29 |          339 |
| Brand#43   | SMALL BRUSHED COPPER      |      9 |          339 |
| Brand#44   | STANDARD PLATED BRASS     |     43 |          339 |
| Brand#45   | LARGE BURNISHED TIN       |     43 |          339 |
| Brand#45   | STANDARD BURNISHED NICKEL |     33 |          339 |
| Brand#51   | PROMO POLISHED BRASS      |     43 |          339 |
| Brand#51   | STANDARD POLISHED NICKEL  |     43 |          339 |
| Brand#25   | SMALL BRUSHED STEEL       |      9 |          337 |
| Brand#11   | SMALL BURNISHED NICKEL    |     48 |          336 |
| Brand#12   | PROMO PLATED BRASS        |     29 |          336 |
| Brand#13   | LARGE BRUSHED BRASS       |     43 |          336 |
| Brand#13   | PROMO POLISHED NICKEL     |     46 |          336 |
| Brand#14   | STANDARD BURNISHED BRASS  |     33 |          336 |
| Brand#15   | MEDIUM BURNISHED NICKEL   |     48 |          336 |
| Brand#15   | SMALL PLATED NICKEL       |     33 |          336 |
| Brand#21   | MEDIUM POLISHED TIN       |     43 |          336 |
| Brand#21   | PROMO BURNISHED COPPER    |     48 |          336 |
| Brand#21   | SMALL POLISHED NICKEL     |     29 |          336 |
| Brand#21   | SMALL POLISHED TIN        |     33 |          336 |
| Brand#21   | STANDARD BRUSHED BRASS    |     48 |          336 |
| Brand#21   | STANDARD BURNISHED BRASS  |     33 |          336 |
| Brand#22   | PROMO PLATED STEEL        |     18 |          336 |
| Brand#22   | SMALL ANODIZED NICKEL     |     46 |          336 |
| Brand#22   | SMALL BRUSHED BRASS       |      9 |          336 |
| Brand#23   | SMALL PLATED COPPER       |     29 |          336 |
| Brand#23   | STANDARD ANODIZED BRASS   |      9 |          336 |
| Brand#23   | STANDARD ANODIZED STEEL   |      9 |          336 |
| Brand#24   | ECONOMY PLATED TIN        |     18 |          336 |
| Brand#25   | MEDIUM PLATED BRASS       |     46 |          336 |
| Brand#25   | MEDIUM POLISHED COPPER    |     43 |          336 |
| Brand#25   | PROMO POLISHED BRASS      |     46 |          336 |
| Brand#32   | MEDIUM BRUSHED STEEL      |     32 |          336 |
| Brand#32   | SMALL ANODIZED BRASS      |     46 |          336 |
| Brand#33   | LARGE BRUSHED COPPER      |      9 |          336 |
| Brand#33   | SMALL PLATED COPPER       |     48 |          336 |
| Brand#33   | STANDARD PLATED STEEL     |     43 |          336 |
| Brand#34   | ECONOMY PLATED BRASS      |     32 |          336 |
| Brand#34   | LARGE ANODIZED COPPER     |     18 |          336 |
| Brand#34   | MEDIUM ANODIZED TIN       |     29 |          336 |
| Brand#34   | MEDIUM POLISHED NICKEL    |     33 |          336 |
| Brand#34   | PROMO ANODIZED COPPER     |     43 |          336 |
| Brand#35   | LARGE BRUSHED NICKEL      |      9 |          336 |
| Brand#35   | PROMO BURNISHED BRASS     |     29 |          336 |
| Brand#35   | STANDARD POLISHED TIN     |     33 |          336 |
| Brand#41   | MEDIUM ANODIZED STEEL     |     43 |          336 |
| Brand#41   | MEDIUM PLATED NICKEL      |     46 |          336 |
| Brand#41   | MEDIUM PLATED TIN         |      9 |          336 |
| Brand#41   | MEDIUM POLISHED NICKEL    |     18 |          336 |
| Brand#41   | SMALL PLATED NICKEL       |     33 |          336 |
| Brand#41   | STANDARD POLISHED STEEL   |     46 |          336 |
| Brand#42   | LARGE BRUSHED COPPER      |     46 |          336 |
| Brand#42   | MEDIUM BURNISHED TIN      |     18 |          336 |
| Brand#42   | PROMO POLISHED BRASS      |     48 |          336 |
| Brand#43   | MEDIUM ANODIZED COPPER    |      9 |          336 |
| Brand#43   | PROMO BURNISHED COPPER    |     46 |          336 |
| Brand#43   | SMALL PLATED NICKEL       |     29 |          336 |
| Brand#43   | STANDARD ANODIZED COPPER  |     46 |          336 |
| Brand#44   | MEDIUM BRUSHED TIN        |      9 |          336 |
| Brand#44   | MEDIUM BURNISHED BRASS    |     18 |          336 |
| Brand#45   | LARGE BRUSHED TIN         |     29 |          336 |
| Brand#45   | PROMO BURNISHED NICKEL    |      9 |          336 |
| Brand#45   | PROMO PLATED COPPER       |     32 |          336 |
| Brand#45   | PROMO PLATED COPPER       |     48 |          336 |
| Brand#45   | SMALL ANODIZED STEEL      |     46 |          336 |
| Brand#51   | LARGE BURNISHED COPPER    |      9 |          336 |
| Brand#51   | SMALL BRUSHED COPPER      |     43 |          336 |
| Brand#52   | MEDIUM BRUSHED TIN        |     43 |          336 |
| Brand#52   | MEDIUM POLISHED COPPER    |     33 |          336 |
| Brand#53   | ECONOMY POLISHED TIN      |     46 |          336 |
| Brand#53   | LARGE ANODIZED STEEL      |     33 |          336 |
| Brand#53   | LARGE BRUSHED STEEL       |     29 |          336 |
| Brand#53   | LARGE BRUSHED TIN         |     32 |          336 |
| Brand#54   | ECONOMY BRUSHED NICKEL    |     29 |          336 |
| Brand#54   | ECONOMY BRUSHED STEEL     |     33 |          336 |
| Brand#54   | LARGE BURNISHED COPPER    |      9 |          336 |
| Brand#54   | SMALL BRUSHED TIN         |     43 |          336 |
| Brand#54   | SMALL BURNISHED TIN       |      9 |          336 |
| Brand#55   | SMALL BRUSHED TIN         |     18 |          336 |
| Brand#55   | STANDARD PLATED STEEL     |      9 |          336 |
| Brand#55   | STANDARD POLISHED COPPER  |     46 |          336 |
| Brand#11   | ECONOMY POLISHED BRASS    |     32 |          335 |
| Brand#11   | LARGE BRUSHED TIN         |     29 |          335 |
| Brand#12   | ECONOMY BURNISHED BRASS   |      9 |          335 |
| Brand#15   | PROMO BURNISHED BRASS     |     48 |          335 |
| Brand#22   | ECONOMY POLISHED NICKEL   |     46 |          335 |
| Brand#24   | SMALL PLATED NICKEL       |     32 |          335 |
| Brand#32   | LARGE PLATED STEEL        |     43 |          335 |
| Brand#32   | SMALL BRUSHED BRASS       |     33 |          335 |
| Brand#32   | STANDARD ANODIZED COPPER  |     29 |          335 |
| Brand#33   | MEDIUM BURNISHED COPPER   |     18 |          335 |
| Brand#34   | MEDIUM BURNISHED BRASS    |      9 |          335 |
| Brand#34   | STANDARD BRUSHED COPPER   |     29 |          335 |
| Brand#35   | PROMO PLATED TIN          |     43 |          335 |
| Brand#35   | SMALL BURNISHED BRASS     |     48 |          335 |
| Brand#35   | STANDARD PLATED STEEL     |      9 |          335 |
| Brand#41   | PROMO ANODIZED COPPER     |     46 |          335 |
| Brand#43   | LARGE ANODIZED BRASS      |     48 |          335 |
| Brand#45   | PROMO ANODIZED NICKEL     |     32 |          335 |
| Brand#51   | STANDARD PLATED TIN       |     43 |          335 |
| Brand#52   | STANDARD BRUSHED COPPER   |     33 |          335 |
| Brand#54   | ECONOMY ANODIZED BRASS    |     32 |          335 |
| Brand#55   | LARGE BURNISHED COPPER    |     33 |          335 |
| Brand#55   | PROMO BURNISHED STEEL     |      9 |          335 |
| Brand#11   | ECONOMY PLATED NICKEL     |     29 |          332 |
| Brand#11   | LARGE BURNISHED BRASS     |     46 |          332 |
| Brand#11   | MEDIUM POLISHED STEEL     |     33 |          332 |
| Brand#11   | PROMO BRUSHED BRASS       |     43 |          332 |
| Brand#11   | SMALL BURNISHED TIN       |     43 |          332 |
| Brand#11   | STANDARD BURNISHED NICKEL |      9 |          332 |
| Brand#12   | LARGE PLATED BRASS        |     43 |          332 |
| Brand#12   | MEDIUM PLATED TIN         |     43 |          332 |
| Brand#12   | PROMO PLATED TIN          |     18 |          332 |
| Brand#12   | SMALL POLISHED NICKEL     |     46 |          332 |
| Brand#13   | LARGE BURNISHED STEEL     |     43 |          332 |
| Brand#13   | PROMO PLATED COPPER       |     29 |          332 |
| Brand#15   | ECONOMY POLISHED STEEL    |     48 |          332 |
| Brand#15   | MEDIUM BRUSHED TIN        |     48 |          332 |
| Brand#21   | MEDIUM ANODIZED STEEL     |     29 |          332 |
| Brand#21   | MEDIUM POLISHED NICKEL    |     33 |          332 |
| Brand#21   | STANDARD POLISHED STEEL   |     43 |          332 |
| Brand#22   | LARGE ANODIZED STEEL      |     33 |          332 |
| Brand#23   | SMALL POLISHED TIN        |     29 |          332 |
| Brand#24   | ECONOMY PLATED BRASS      |     33 |          332 |
| Brand#25   | ECONOMY POLISHED NICKEL   |     43 |          332 |
| Brand#25   | MEDIUM ANODIZED BRASS     |     46 |          332 |
| Brand#25   | PROMO POLISHED BRASS      |      9 |          332 |
| Brand#25   | SMALL BRUSHED COPPER      |     48 |          332 |
| Brand#32   | LARGE BRUSHED COPPER      |     43 |          332 |
| Brand#34   | LARGE ANODIZED NICKEL     |     43 |          332 |
| Brand#34   | STANDARD POLISHED STEEL   |     32 |          332 |
| Brand#35   | STANDARD ANODIZED STEEL   |     29 |          332 |
| Brand#41   | LARGE ANODIZED BRASS      |      9 |          332 |
| Brand#41   | LARGE ANODIZED BRASS      |     32 |          332 |
| Brand#41   | SMALL ANODIZED NICKEL     |     48 |          332 |
| Brand#41   | STANDARD ANODIZED NICKEL  |     18 |          332 |
| Brand#42   | LARGE BURNISHED STEEL     |      9 |          332 |
| Brand#42   | STANDARD BRUSHED COPPER   |     43 |          332 |
| Brand#43   | ECONOMY ANODIZED STEEL    |     32 |          332 |
| Brand#43   | LARGE ANODIZED STEEL      |     33 |          332 |
| Brand#43   | SMALL BRUSHED BRASS       |     33 |          332 |
| Brand#44   | ECONOMY PLATED BRASS      |     18 |          332 |
| Brand#44   | STANDARD PLATED COPPER    |     48 |          332 |
| Brand#45   | PROMO BURNISHED BRASS     |     43 |          332 |
| Brand#45   | SMALL ANODIZED BRASS      |     46 |          332 |
| Brand#45   | STANDARD ANODIZED BRASS   |     32 |          332 |
| Brand#51   | LARGE BRUSHED TIN         |     43 |          332 |
| Brand#52   | ECONOMY POLISHED STEEL    |      9 |          332 |
| Brand#52   | LARGE ANODIZED NICKEL     |     18 |          332 |
| Brand#52   | SMALL ANODIZED COPPER     |     43 |          332 |
| Brand#52   | SMALL POLISHED STEEL      |     43 |          332 |
| Brand#52   | STANDARD ANODIZED BRASS   |     18 |          332 |
| Brand#52   | STANDARD PLATED STEEL     |     18 |          332 |
| Brand#52   | STANDARD PLATED TIN       |      9 |          332 |
| Brand#53   | ECONOMY ANODIZED BRASS    |     18 |          332 |
| Brand#53   | ECONOMY POLISHED STEEL    |     33 |          332 |
| Brand#54   | STANDARD ANODIZED TIN     |     29 |          332 |
| Brand#55   | PROMO POLISHED COPPER     |      9 |          332 |
| Brand#55   | STANDARD BRUSHED BRASS    |     46 |          332 |
| Brand#11   | ECONOMY PLATED STEEL      |     48 |          331 |
| Brand#13   | SMALL BURNISHED BRASS     |     43 |          331 |
| Brand#15   | STANDARD BURNISHED NICKEL |     18 |          331 |
| Brand#24   | SMALL POLISHED TIN        |     18 |          331 |
| Brand#25   | LARGE PLATED COPPER       |     48 |          331 |
| Brand#25   | PROMO BRUSHED NICKEL      |     33 |          331 |
| Brand#34   | MEDIUM POLISHED COPPER    |     46 |          331 |
| Brand#41   | SMALL BRUSHED BRASS       |     29 |          331 |
| Brand#53   | PROMO ANODIZED NICKEL     |     29 |          331 |
| Brand#12   | ECONOMY ANODIZED COPPER   |     29 |          330 |
| Brand#11   | ECONOMY POLISHED NICKEL   |      9 |          328 |
| Brand#11   | SMALL ANODIZED NICKEL     |     33 |          328 |
| Brand#12   | LARGE BURNISHED TIN       |     43 |          328 |
| Brand#12   | MEDIUM BURNISHED STEEL    |     48 |          328 |
| Brand#13   | LARGE PLATED TIN          |     43 |          328 |
| Brand#13   | SMALL POLISHED COPPER     |     33 |          328 |
| Brand#14   | SMALL POLISHED NICKEL     |     43 |          328 |
| Brand#15   | MEDIUM ANODIZED COPPER    |     43 |          328 |
| Brand#15   | SMALL ANODIZED STEEL      |     29 |          328 |
| Brand#15   | SMALL BURNISHED STEEL     |     46 |          328 |
| Brand#15   | SMALL POLISHED COPPER     |     33 |          328 |
| Brand#21   | ECONOMY ANODIZED TIN      |     29 |          328 |
| Brand#21   | SMALL PLATED BRASS        |     43 |          328 |
| Brand#21   | STANDARD ANODIZED BRASS   |     18 |          328 |
| Brand#22   | ECONOMY PLATED COPPER     |     29 |          328 |
| Brand#22   | MEDIUM BURNISHED BRASS    |     29 |          328 |
| Brand#23   | ECONOMY ANODIZED NICKEL   |     18 |          328 |
| Brand#23   | LARGE ANODIZED TIN        |     43 |          328 |
| Brand#23   | MEDIUM POLISHED BRASS     |     46 |          328 |
| Brand#23   | SMALL POLISHED STEEL      |     29 |          328 |
| Brand#23   | STANDARD PLATED COPPER    |     48 |          328 |
| Brand#24   | SMALL PLATED NICKEL       |     18 |          328 |
| Brand#25   | ECONOMY BRUSHED STEEL     |     18 |          328 |
| Brand#25   | ECONOMY PLATED NICKEL     |     29 |          328 |
| Brand#32   | LARGE BURNISHED BRASS     |     18 |          328 |
| Brand#32   | LARGE PLATED BRASS        |     46 |          328 |
| Brand#33   | LARGE BURNISHED COPPER    |     33 |          328 |
| Brand#33   | SMALL BRUSHED STEEL       |     18 |          328 |
| Brand#34   | LARGE BURNISHED NICKEL    |     46 |          328 |
| Brand#35   | ECONOMY BRUSHED STEEL     |     32 |          328 |
| Brand#35   | MEDIUM BRUSHED TIN        |     48 |          328 |
| Brand#41   | PROMO BRUSHED BRASS       |     32 |          328 |
| Brand#41   | SMALL PLATED BRASS        |     18 |          328 |
| Brand#42   | STANDARD BRUSHED COPPER   |     33 |          328 |
| Brand#43   | PROMO BURNISHED BRASS     |     29 |          328 |
| Brand#43   | STANDARD POLISHED COPPER  |     33 |          328 |
| Brand#44   | ECONOMY ANODIZED COPPER   |     29 |          328 |
| Brand#44   | SMALL POLISHED BRASS      |     32 |          328 |
| Brand#45   | SMALL POLISHED COPPER     |     48 |          328 |
| Brand#51   | MEDIUM ANODIZED NICKEL    |     33 |          328 |
| Brand#51   | MEDIUM POLISHED NICKEL    |     32 |          328 |
| Brand#51   | SMALL ANODIZED STEEL      |     18 |          328 |
| Brand#52   | ECONOMY ANODIZED STEEL    |     32 |          328 |
| Brand#53   | ECONOMY BURNISHED BRASS   |     18 |          328 |
| Brand#55   | MEDIUM ANODIZED BRASS     |     32 |          328 |
| Brand#55   | PROMO POLISHED BRASS      |     29 |          328 |
| Brand#11   | ECONOMY BRUSHED BRASS     |     18 |          327 |
| Brand#13   | LARGE PLATED STEEL        |     33 |          327 |
| Brand#14   | LARGE BURNISHED STEEL     |     48 |          327 |
| Brand#23   | SMALL POLISHED COPPER     |     32 |          327 |
| Brand#23   | STANDARD ANODIZED STEEL   |     33 |          327 |
| Brand#33   | ECONOMY BURNISHED NICKEL  |     48 |          327 |
| Brand#34   | ECONOMY POLISHED STEEL    |     48 |          327 |
| Brand#11   | MEDIUM BRUSHED STEEL      |     43 |          324 |
| Brand#11   | MEDIUM PLATED TIN         |     29 |          324 |
| Brand#11   | STANDARD ANODIZED TIN     |     18 |          324 |
| Brand#13   | LARGE ANODIZED NICKEL     |     46 |          324 |
| Brand#13   | LARGE BRUSHED TIN         |     18 |          324 |
| Brand#15   | ECONOMY PLATED COPPER     |      9 |          324 |
| Brand#15   | PROMO ANODIZED TIN        |     32 |          324 |
| Brand#21   | ECONOMY POLISHED TIN      |     32 |          324 |
| Brand#21   | LARGE BURNISHED NICKEL    |     18 |          324 |
| Brand#21   | STANDARD ANODIZED NICKEL  |     33 |          324 |
| Brand#21   | STANDARD PLATED NICKEL    |     33 |          324 |
| Brand#22   | ECONOMY POLISHED BRASS    |     18 |          324 |
| Brand#22   | PROMO ANODIZED NICKEL     |     29 |          324 |
| Brand#24   | PROMO BRUSHED COPPER      |     18 |          324 |
| Brand#24   | STANDARD POLISHED STEEL   |     33 |          324 |
| Brand#25   | ECONOMY BRUSHED BRASS     |     46 |          324 |
| Brand#25   | PROMO BURNISHED TIN       |     33 |          324 |
| Brand#32   | ECONOMY ANODIZED COPPER   |     43 |          324 |
| Brand#32   | LARGE BURNISHED BRASS     |     43 |          324 |
| Brand#32   | PROMO BRUSHED NICKEL      |      9 |          324 |
| Brand#33   | MEDIUM PLATED NICKEL      |     18 |          324 |
| Brand#33   | PROMO BRUSHED BRASS       |     32 |          324 |
| Brand#34   | ECONOMY PLATED COPPER     |      9 |          324 |
| Brand#34   | LARGE ANODIZED TIN        |     48 |          324 |
| Brand#34   | PROMO PLATED TIN          |     48 |          324 |
| Brand#35   | PROMO BURNISHED STEEL     |     33 |          324 |
| Brand#35   | SMALL BRUSHED STEEL       |      9 |          324 |
| Brand#41   | PROMO BURNISHED TIN       |     29 |          324 |
| Brand#42   | PROMO BRUSHED TIN         |     29 |          324 |
| Brand#43   | MEDIUM BRUSHED COPPER     |     32 |          324 |
| Brand#44   | ECONOMY BURNISHED BRASS   |     33 |          324 |
| Brand#44   | MEDIUM BURNISHED TIN      |      9 |          324 |
| Brand#44   | SMALL BRUSHED STEEL       |     43 |          324 |
| Brand#45   | ECONOMY BURNISHED STEEL   |     48 |          324 |
| Brand#52   | MEDIUM POLISHED COPPER    |     48 |          324 |
| Brand#52   | STANDARD POLISHED COPPER  |     18 |          324 |
